hebrew,count
הַהַנְהָגָה,9
בִּשְׁעַת,9
בֶּאֱמֶת.,9
שֶׁאֲפִילּוּ,9
רְחוֹקִים,9
לָלֶכֶת.,9
לְהַבִּיט,9
"אִיתּוֹ,",9
הַיָּדוּעַ,9
27,9
"הַצְּדָדִים,",9
צְבָעִים,9
שֶׁזָּכָה,9
גֶּשֶׁם,9
בַּחוֹשֶׁךְ,9
סְקְרוּטוֹן,9
לְשִׁחְרוּר,9
טִיסָה,9
לָקְחָה,9
הַמְּיוּחָד,9
בְּרִיטִי,9
בְּיָנוּאָר,9
"1945,",9
"חֲדָשָׁה,",9
הָאֱנוֹשׁוּת,9
תּוֹשַׁב,9
הַנַּעֲרָה,9
שְׁלוֹם,9
בִּישִׁיבַת,9
מַטָּה,9
פּוֹנֶה,9
אִתּוֹ,9
"מִמֶּנּוּ,",9
דָּרַשׁ,9
חֲבֵר,9
סִפְרֵי,9
מְחוּיֶּבֶת,9
תְּבִיעַת,9
חֲבָל,9
פִּיטּוּרִים,9
לְהַשְׁקָעָה,9
אַבְטָלָה,9
בְּסַל,9
בַּנָּאצִים,9
אֲגַף,9
הַמַּחְלָקָה,9
הַצְהָרָה,9
נִיתָּנִים,9
גּוּפִים,9
מַאֲסָר,9
לְהוֹרִים,9
בְּהֵרָיוֹן,9
עוֹנֶשׁ,9
לְהַרְכִּיב,9
קָהָל,9
מֵתוּ,9
בַּתַּחְבּוּרָה,9
לֶאֱסֹף,9
בֹּקֶר,9
הֵרִימָה,9
רַעְיוֹן,9
הַכְּפָר.,9
פִּתְאֹם,9
שֶׁהֵבִיאָה,9
הִכְרִיז,9
אֲרִי,9
יוֹדֵעַ.,9
הַמַּטְבְּעוֹת,9
בּוּפָלוֹ,9
הָאֹהֶל,9
וּשְׁתֵּי,9
הַטֶּלֶפוֹן,9
נַעֲלֵי,9
שֶׁלָּךְ,9
הַחִיּוּךְ,9
מְעַנְיֵן,9
שֶׁזֶה,9
לַמְּעָרָה,9
הַקְּטַנּוֹת,9
כַּמּוּבָן.,9
שביתת,9
לחשיבות,9
האקדמית,9
הקצר,9
ממשיכים,9
התמודד,9
ממצאים,9
הורדת,9
המיקום,9
ההיסטוריונים,9
להבנת,9
בשיח,9
שחושב,9
לאקדמיה,9
בקבוצות,9
באמריקה,9
וזכה,9
סוציולוגיה,9
תצליח,9
חובבי,9
שמשתמשים,9
אנונימיים,9
בפילוסופיה,9
הוועד,9
המרכזיות,9
החלשות,9
ליבוביץ,9
והמשיך,9
באירועים,9
החיבור,9
בשטחים,9
להתעסק,9
נמשיך,9
ורשה,9
אבנים,9
אמנון,9
נגדו,9
הציונית,9
בכדורסל,9
העבריים,9
מעורר,9
מהומות,9
בפעולה,9
הפיצוץ,9
המגורים,9
מגורים,9
במצוות,9
סיירת,9
בארבעה,9
ממוחשב,9
הממצאים,9
פופולרית,9
העות'מאנית,9
הפופ,9
בבעלות,9
מועמדות,9
פרישתו,9
להשמיע,9
החפץ,9
לצמצם,9
האמצעי,9
אלימות,9
יואל,9
השלמה,9
לכבד,9
הועברו,9
גדולי,9
צבעו,9
המומלצים,9
גרעיני,9
גרילה,9
קבועה,9
האיטלקי,9
כמקור,9
קולג',9
מחפשת,9
לארגון,9
צמודה,9
העוסקים,9
היציבה,9
הדתית,9
בולגריה,9
השכבות,9
בתנועה,9
למזנון,9
צאצאי,9
הרווחה,9
תחנות,9
לחברה,9
לסרוק,9
דצמבר,9
מושלם,9
ניווט,9
בשדרות,9
מובנת,9
מודפס,9
נוכחות,9
מתגוררת,9
שקיבלתי,9
לאתרי,9
תומכות,9
למחנה,9
חדל,9
משודרת,9
קריירת,9
מייצגות,9
תרגמתי,9
הסטטוס,9
הנוגעות,9
ובעולם,9
אמריקאית,9
פעילה,9
ישראליות,9
ההתייחסות,9
משאבים,9
בחוג,9
פחותה,9
ייצג,9
פרטיים,9
יעלה,9
למחצה,9
לקולנוע,9
העולים,9
ולעתים,9
ממשפחת,9
מנדלסון,9
בחיי,9
לסדרה,9
תושבים,9
התיבה,9
עשויים,9
התנגד,9
איינשטיין,9
יהודיות,9
חטיבה,9
לפיתוח,9
המנזר,9
הוויקיפדיה,9
נכנסתי,9
עצומה,9
טכנולוגיה,9
בפסקת,9
ענפי,9
השחייה,9
צריכת,9
מקיים,9
רופאים,9
מפלגתית,9
איים,9
בפארק,9
לכבוד,9
חמישי,9
שהוצגה,9
מחוק,9
הדרום,9
כתיבתו,9
תהליכים,9
נפגעה,9
וכיום,9
שכיחות,9
ברחובות,9
העממית,9
התפקידים,9
ששאלת,9
דמי,9
מהדורה,9
הטרור,9
מתבקש,9
בזאת,9
בשבי,9
האמריקאים,9
סוחר,9
ורוב,9
הצנזורה,9
נעשתה,9
להזכירך,9
הפשע,9
אליזבת,9
יונה,9
תוספות,9
ברצוני,9
נפגש,9
ממדי,9
במילואים,9
ביהודים,9
האורתודוקסית,9
האישיות,9
ספרטה,9
מסוימות,9
לתמיכה,9
זכותך,9
חייבות,9
גיא,9
המכונה,9
מקיפה,9
הקהל,9
גולשים,9
ומקובל,9
אמינים,9
יכנס,9
לפירוש,9
לתושבי,9
השביעי,9
"כ""ץ",9
והיסטוריה,9
לחשוף,9
להגביל,9
בעמק,9
המצביעים,9
רצף,9
שנוצר,9
נפרדים,9
בייג'ינג,9
שטחי,9
הפלא,9
בקרבות,9
יהונתן,9
מארץ,9
פלוגות,9
עמותה,9
מוסמך,9
דנה,9
זכאית,9
גוטמן,9
תעשייה,9
נשאו,9
שהקישור,9
התחתונה,9
החופשי,9
אמנים,9
המודיעין,9
לקחו,9
הגבוהה,9
תפקידה,9
בפילדלפיה,9
אוסלו,9
אזורית,9
המנצח,9
חסידי,9
השחזור,9
חלון,9
להתנגד,9
פניו,9
פלטינה,9
הפרוייקט,9
קובעת,9
המסך,9
הנגב,9
הקשה,9
יתרון,9
התנגדויות,9
ראשוניים,9
קוצר,9
אוטוביוגרפיה,9
האזהרה,9
קפלר,9
המצודה,9
ביקר,9
השלום,9
המבחן,9
להיערך,9
הטלפון,9
להכריע,9
גלוי,9
משרדי,9
השביעית,9
בראון,9
נמוכים,9
לדיונים,9
היפה,9
בעיקרו,9
ליזום,9
סולו,9
המזוינים,9
הלטינית,9
מבקרים,9
ההכרזה,9
לתחרות,9
מפלגות,9
לרגל,9
בחלקה,9
הוצאות,9
אלחנן,9
עמותת,9
שיפוצים,9
פלוס,9
תאי,9
"תנ""ך",9
נוצרת,9
מלאות,9
נאלצו,9
יכתב,9
האפשרויות,9
משחקה,9
אמירה,9
דורשת,9
מרקוס,9
חבריה,9
לחוק,9
הספקתי,9
שמחתי,9
ניסן,9
נתיב,9
בחריפות,9
שוד,9
ביטול,9
שבמקרה,9
הפלסטינים,9
התיירות,9
בספרי,9
ירצה,9
פירוק,9
ביים,9
חקלאות,9
לחילופין,9
במוסקבה,9
מדרום,9
מוגנת,9
להסתכל,9
פישר,9
פליקס,9
קניין,9
ולמעשה,9
בפורומים,9
באצטדיון,9
בתוספת,9
האתרים,9
חלקן,9
תמורת,9
מייסד,9
לארגן,9
ואולם,9
הפנימי,9
ובהם,9
לבוררות,9
הבאת,9
כותבת,9
פניות,9
ארתור,9
מחלקה,9
התפטר,9
הכלים,9
מחבלים,9
בנפרד,9
שהעליתי,9
וראיתי,9
בארמון,9
ברנשטיין,9
עדכון,9
לסדרת,9
מדויקים,9
זוכים,9
יזכור,9
מלכים,9
ההיסטורית,9
ממאה,9
המכללה,9
האנרגיה,9
תיקוני,9
נחלת,9
לילה,9
שישי,9
תשתמש,9
משתדל,9
החדשות,9
חיינו,9
עידן,9
פועלו,9
בדבריו,9
שנעשו,9
רפאל,9
מרבה,9
לסיפור,9
ריקה,9
בדפוס,9
ומתן,9
קביעת,9
מגיל,9
להעמיד,9
המלאה,9
לזכייה,9
פיירפוקס,9
מוגנות,9
להפיץ,9
נטול,9
מצבו,9
הכחשת,9
הינם,9
אימוץ,9
בטוחה,9
גבולי,9
אקצה,9
יפן,9
השיחות,9
מבהיר,9
לרצוח,9
חקלאיים,9
ברומא,9
וחמש,9
"הז""י",9
לפרוש,9
מרכוס,9
ומעלה,9
שהצעת,9
הספק,9
באותיות,9
אוקראינה,9
כשאין,9
ממי,9
סדרה,9
בוועדה,9
סקוט,9
הניקוד,9
לסמל,9
לשפה,9
ספירת,9
בצירוף,9
סוכות,9
המאמץ,9
הסימפונית,9
בכח,9
הטקס,9
אריק,9
נבוכים,9
למדינת,9
הנגיף,9
כשם,9
מושבה,9
מגפת,9
לדאוג,9
נפרדות,9
אדיר,9
רצו,9
שיחפש,9
ההבדלים,9
נוגע,9
הענין,9
לעצמו,9
בתשרי,9
הרע,9
הג'אז,9
הכדור,9
לארכיון,9
שחר,9
לזמן,9
להודיע,9
שליטה,9
יעבוד,9
כו,9
זוכרת,9
הדרישות,9
אינטרס,9
לחודש,9
לאופולד,9
סידור,9
וילדים,9
התנאים,9
שעשה,9
שהמילה,9
מדוייקת,9
מתמטית,9
שפשוט,9
הנימוקים,9
מכתב,9
מינוח,9
סיימה,9
כוונתך,9
ערפאת,9
אוהבים,9
בשוק,9
משעשע,9
לתעתק,9
מיוחס,9
אלגוריתם,9
ליברפול,9
עזרו,9
מתכוונת,9
וכבר,9
לפרוץ,9
מקומית,9
איזון,9
הכיפורים,9
רוג'ר,9
לרפואה,9
נודעו,9
אישר,9
פיסוק,9
מתרחשת,9
נאסרו,9
מקומי,9
ברח,9
תפילות,9
שעליו,9
חור,9
הויקי,9
הפסיד,9
סי,9
סיכון,9
פטרסבורג,9
האקלים,9
שקט,9
טיורינג,9
קטעי,9
טריוויה,9
ההפרדה,9
פצצות,9
לייצג,9
נגיש,9
הגיונית,9
באישור,9
מצליחים,9
אמשיך,9
כתום,9
שיוכל,9
הוחלף,9
נכונות,9
פרנקו,9
להשתלב,9
בורר,9
צלילה,9
שדורש,9
מוניטין,9
גרפיקה,9
ועליו,9
במושבה,9
נכבד,9
המפגש,9
חופי,9
עיניין,9
"רש""י",9
סגורה,9
מידת,9
לאזור,9
תוצאה,9
השוואה,9
שהבאתי,9
מרגרט,9
שירתה,9
צבעוני,9
נשנה,9
שבכלל,9
מסורת,9
מכוון,9
תיהיה,9
טבריה,9
חימוש,9
ספריית,9
קיץ,9
מהרשימה,9
ביטוח,9
הדפוס,9
מפריד,9
הגבולות,9
חולצות,9
הסינגל,9
אויבים,9
האמיתי,9
שינדלר,9
חידושים,9
כקישור,9
תציע,9
עופר,9
מסמל,9
נטו,9
אלגברה,9
עוסקת,9
לסווג,9
תרשים,9
פנימית,9
המפקד,9
אדר,9
הזכוכית,9
לאט,9
ישיבות,9
בלגן,9
רוצחים,9
העל,9
תגובתי,9
לוויכוח,9
מהות,9
קביעה,9
כהה,9
ולס,9
נעלם,9
פיזי,9
להקדיש,9
ז'אנר,9
טריוויאלי,9
הונג,9
מחיי,9
אצליח,9
ואל,9
הדעה,9
ואנסה,9
צ'ארלי,9
נפטון,9
צמוד,9
קר,9
סוס,9
כרגיל,9
שוחד,9
הבמה,9
בקש,9
מראים,9
נשר,9
אורלינס,9
דוכס,9
זוטר,9
בטור,9
מקדש,9
מנהלי,9
שיחתך,9
לאשר,9
פון,9
שהדיון,9
הכנס,9
נוסע,9
מלמעלה,9
גולש,9
שימושי,9
צפוני,9
חלשים,9
פעילי,9
תביעה,9
עושר,9
ליקוי,9
ורב,9
שימו,9
לוגי,9
בוקר,9
דקה,9
ליותר,9
אכפת,9
מרשים,9
קלאסי,9
המוח,9
גותי,9
תתן,9
מזהה,9
אה,9
משאירים,9
צפוי,9
לכנות,9
ספאם,9
נריה,9
הִגִיעוּ,9
"הַמּוֹעָצוֹת,",9
הָאָמֶרִיקָאִים,9
"אב""י",9
לִימּוּדָיו,9
כְּאֶל,9
הַיְּסוֹדוֹת,9
הַקְּרִינָה,9
מִכַּדּוּר,9
לְקַצֵּר,9
אַלְגּוֹרִיתְם,9
פְּרָטֵי,9
"לָבָן,",9
הַחֲרֵדִיּוֹת,9
עֲצָמִים,9
תְּכוּנָה,9
הַמְּרוּכָּבִים,9
הִפְסִיק,9
סְטָלִין,9
מֵימָן,9
הַיְּקוּם.,9
עֲקוּמִּים,9
הַמַּפָּץ,9
בְּעִידָּן,9
הָאִינְפְלַצְיָה,9
הַמִּילִיצְיוֹת,9
מַכָּה,9
נַפּוֹלֵיאוֹן,9
כָּכָה.,9
הַמְּבַקְּשִׁים,9
דֵּנִיס,9
אָבֵרָה,9
"כִּיפָא,",9
הַקְּפוּאָה,9
שֶׁסֶק,9
לִבְאֵר,9
אֲבַקֵּשׁ,9
לִנְצִיגוּת,9
₪,9
שַׁיְיקֶה:,9
גַּבְרִי:,9
מַסֵּיכוֹת,9
נִכְנַסְתִּי,8
בְּמַעֲבַר,8
הַיְּדִיעָה,8
"נֶחְמָד,",8
"הַרְבֵּה,",8
הָרְחוֹבוֹת,8
הַקְּטַנִּים,8
הַדֵּעוֹת,8
וְחוֹסֶר,8
אַחֲרוֹן,8
הֶחְלַטְתִּי,8
מִיץ,8
הַמְּקוֹמוֹת,8
הַלֵּב.,8
הֵסִיר,8
לִבּוֹ,8
חוֹדְשַׁיִים,8
הָאֵשׁ,8
הִסְפִּיקָה,8
מוּשְׁלָם,8
שֶׁמַּשֶּׁהוּ,8
מְקוֹמוֹ,8
חָדַל,8
קְשָׁיִים,8
הִתְחִילוּ,8
"כּוּלָּם,",8
לַגּוּף,8
נִפְגַּע,8
וּמִצַּד,8
הַמִּשְׁקָל,8
"בַּחוּץ,",8
כּוֹסוֹת,8
בְּמַעְבָּדָה,8
לִנְקוּדַּת,8
שָׁאַלְתִּי.,8
250,8
בָּרָמָה,8
כְּשֶׁכָּל,8
"אוּלַי,",8
לָעִנְיָין,8
בְּכֶסֶף,8
הֵכִין,8
סִימָנִים,8
הַבָּתִּים,8
יָמִין,8
חָשְׁבוּ,8
בָּאתִי,8
הַפְּנִיָּיה,8
שֶׁנַּעֲשָׂה,8
לְהִשְׁתַּנּוֹת,8
וְעַכְשָׁיו,8
וְאוֹמֶרֶת,8
בַּיְּחָסִים,8
בַּמִּילִּים,8
בְּעִנְיָינִים,8
חוֹבַת,8
נָהַג,8
הָרַכֶּבֶת,8
לִימּוּד,8
מַחְשְׁבִים,8
הַנְהָלַת,8
הַפּוֹטֶנְצְיָאל,8
"קוֹדֶם,",8
"אוֹמֵר,",8
מֶתַח,8
הַחֲשִׂיפָה,8
מַצִּיעִים,8
שֶׁמְּאַפְשְׁרִים,8
יַלְדֵיהֶם,8
לְמִידָה,8
מַעֲדִיפִים,8
וַאֲחֵרִים,8
מֶרְכָּז,8
מְקוֹמִי,8
וָתִיקִים,8
עָשׂוֹר,8
"מִתְבָּרֵר,",8
אַסְיָה,8
"פָּחוֹת,",8
יַעַד,8
וְהַאִם,8
אוֹטוֹמָטִית,8
"הַמָּקוֹם,",8
גָּבוֹהַּ.,8
לְחַבֵּר,8
בְּמִגְוַון,8
15,8
בַּלִּיגָה,8
בְּרוּרָה,8
נֶהֱדָר,8
"לָכֶם,",8
"מְסוּיָּמִים,",8
שִׂימוּ,8
יְתֵרָה,8
לְצַמְצֵם,8
שׁוּתָּף,8
הַשָּׁלָב,8
מַסְכִּימִים,8
יָנוּאָר,8
הָאֶפְשָׁרִית,8
מִקְרֵי,8
מְמוּנֶּה,8
בְּשִׁטְחֵי,8
הַמְּקוֹמִית,8
הִדְגִּישׁ,8
חֲתוּנָּה,8
יַגִּיעוּ,8
"הַבַּיְתָה"".",8
הַמַּשְׁבֵּר,8
שְׁמָהּ,8
הוּקְמָה,8
הָעֶלְיוֹנָה,8
בְּאוֹתָן,8
הַכַּלְכָּלִית,8
לַעֲרוֹךְ,8
שֶׁנּוֹתַר,8
לְאַיֵּים,8
נְפִילַת,8
כְּזֹאת,8
כְּבֵדִים,8
בִּירַת,8
דּוּגְמַת,8
קָשׁוֹת.,8
סַחַר,8
400,8
מְאַמֵּן,8
מִקְצוֹעִית,8
הַבִּיטָּחוֹן.,8
הַקּוֹד,8
"מָקוֹם,",8
גְּבוּל,8
נְצִיב,8
נֶגְדּוֹ,8
בַּמַּעֲרֶכֶת,8
הִתְכַּוֵּון,8
מְנִיעַת,8
"הָאַחֲרוֹנִים,",8
בֶּעָשׂוֹר,8
הָעִיכּוּל,8
תּוֹסֶפֶת,8
שֶׁקִּיבְּלוּ,8
(,8
הָעוֹסְקִים,8
הָאִיגְּרוֹת,8
הַגַּג,8
הַהִיסְטוֹרִי,8
וּקְצָת,8
חֶסֶד,8
מְהֵרָה,8
לָכֵן.,8
חֳומָרִים,8
לְהַשְׁווֹת,8
טוֹעֶנֶת,8
אֵינֶנָּה,8
שִׁימְּשָׁה,8
שֶׁלָּקַח,8
"הַנִּרְאֶה,",8
הַסְּכוּם,8
בְּסוֹד,8
לְדוּגְמָה,8
מֵנִיב,8
שֶׁהִצְלִיחַ,8
נִדְרַשׁ,8
אָז.,8
"שֶׁלָּךְ,",8
סִייְּמָה,8
הָעִיתּוֹנִים,8
נָתְנוּ,8
מוּגְדָּר,8
לְהִתְפַּתְּחוּת,8
לְמַחֲלַת,8
מוֹסִיפָה,8
אֶצְבַּע,8
יַצִּיבוּת,8
שֶׁהֲרֵי,8
נָשִׁים.,8
עֲלוּלוֹת,8
לְיֶתֶר,8
יְדוּעָה,8
סִיבּוֹת,8
צְרִיכַת,8
רָצוּי,8
הָרִאשׁוֹנִי,8
יְרִידָה,8
"יוֹסֵף,",8
הַמַּס,8
שִׁיעוּרֵי,8
בְּשִׁיעוּר,8
הַהַכְנָסָה,8
הֶחֱזִיק,8
הֵיעָדֵר,8
בְּהוֹצָאוֹת,8
"הַמִּשְׁפָּחָה,",8
סְעִיף,8
עָזַר,8
בְּ-1,8
מִיסִּים,8
לָעוֹבֵד,8
נִיצְּחָה,8
"הַשְּׁלִישִׁי,",8
רֶמֶז,8
הַמְּאַמֵּן,8
קְצָרִים,8
שֶׁנִּפְטַר,8
"""אַתֶּם",8
הַמֶּתַח,8
עָבָר,8
שֶׁעָשָׂה,8
הָאֶמְצָעִים,8
פּוּטַּר,8
מִשְּׁלוֹשָׁה,8
הַצָּעָה,8
בָּכִיר,8
אוֹמְנָם,8
לְמַסְקָנָה,8
הִתְרַחֵשׁ,8
בְּאַנְגְּלִיָּה,8
"וָחֵצִי,",8
בְּסִדְרַת,8
דִּיּוּנִים,8
אֲרוּכִּים,8
לְמַמֵּן,8
אֶמְצַע,8
לְהַחֲלִיף,8
מַסְפִּיק.,8
נִרְחָבִים,8
בַּיָּם,8
"בְּמַקְבִּיל,",8
הַזֶּפֶת,8
בַּמִּשְׂרָד,8
מֵרָחוֹק,8
זְרוֹעַ,8
נֵפְט,8
בְּדַרְכּוֹ,8
בְּמַרְבִּית,8
בְּגוֹדֶל,8
פּוֹעֶלֶת,8
כָּתְבָה,8
לְהֵיאָבֵק,8
דַּף,8
הַסְּפִירָה,8
אֶמֶשׁ,8
בַּמִּמְשָׁל,8
גּוֹבֶרֶת,8
לַנָּשִׂיא,8
שִׁלְטוֹן,8
קִיצוֹנִי,8
הִצְהִיר,8
הַדֵּעָה,8
צוֹפִים,8
"הַתְּנוּעָה,",8
בְּהַרְבֵּה.,8
צָפוּ,8
הַתְּמִיכָה,8
חַי.,8
מְקוּוָן,8
לְהִתְקַיֵּים.,8
"עַצְמָם,",8
מְעוֹרָבִים,8
קוֹרוֹנָה.,8
שֶׁהָפְכוּ,8
מַחְלֶקֶת,8
פְּרִיצָה,8
כְּרִיס,8
סִדְרֵי,8
לְהִישָּׁמַע,8
דִּיבְּרוּ,8
בְּרוּחַ,8
מוּמְחֶה,8
"בְּצַהַ""ל",8
בְּעֵינַיי,8
הַמַּנְהִיגִים,8
יְהוּדֵי,8
סְפָרַד,8
הַיְּהוּדִיּוֹת,8
"מִלְחָמָה,",8
כְּגוֹן:,8
יָכוֹלְנוּ,8
"הַיְּהוּדִים,",8
הַפְּתִיחָה,8
מַעֲשֵׂי,8
כִּיסּוּי,8
כּוֹלְלִים,8
בּוּצַּע,8
יוּלִי,8
וּלְהוֹצִיא,8
"הַיֶּתֶר,",8
יְהוּדָה.,8
בַּמִּזְרָח,8
נִיסְיוֹנוֹת,8
רֶצֶף,8
לַתַּפְקִיד,8
גּוּר,8
מִתְרַחֵשׁ,8
נֶחֱשָׁבִים,8
טִבְעִיִּים,8
3.,8
מֵכִיל,8
קֶמַח,8
מְסַפֵּק,8
נְמוּכוֹת,8
מְלֵאִים,8
הֲסַייְבֶּר,8
מַעֲרַךְ,8
דַּרְכָּהּ,8
2015,8
"זֶה"",",8
לִקְרוֹת,8
"לְשֶׁעָבַר,",8
הַסֶּקֶר,8
מְכוֹן,8
סִרְטֵי,8
שׁוֹמֵר,8
וּלְפִי,8
הַפִּיתּוּחַ,8
"נְתַנְיָהוּ,",8
לִדְחוֹת,8
הַקּוֹרְבָּנוֹת,8
26,8
בְּרָאשׁוּת,8
בִּפְרָט,8
מְחוֹזוֹת,8
מְאַפְשְׁרִים,8
מָתוֹק,8
"דַּקּוֹת,",8
"ק""ג",8
מַיִם.,8
מוֹסִיפִים,8
שָׂמֵחַ,8
שְׁקֵטָה,8
מַגִּיעוֹת,8
לְמִסְפָּרִים,8
כָּךְ:,8
כָּבוֹד,8
הַבְּגָדִים,8
הִתְקַדְּמוּת,8
דּוֹרֵשׁ,8
בִּכְלֵי,8
הַחֶשְׁבּוֹן,8
יָצְרוּ,8
יְדוּעִים,8
פְּעִילִים,8
"הָרַב,",8
חָשַׁשׁ,8
תַּחֲלִיף,8
"מִנֶּגֶד,",8
נְגִיף,8
לְאוֹתוֹ,8
הַחוֹלִים.,8
וְיִיתָּכֵן,8
לַדִּירָה,8
הַנֶּזֶק,8
שֶׁעוֹלֶה,8
הַמּוֹבִילִים,8
אַבְנֵר,8
2014,8
הַשּׁוּק,8
"שָׁאַל,",8
הַכַּדּוּר,8
סוֹפְרִים,8
עֶשְׂרֵה,8
מָה?,8
בְּבַת,8
מוּקְדֶּמֶת,8
הָאַף,8
רַגְלֵי,8
מַפְתִּיעַ,8
קוֹרְאֵי,8
הַסְּרָטִים,8
אָנָּא,8
בְּמִימּוּן,8
בָּאוֹפֶן,8
מִמֶּנָּה.,8
לְהִשְׁתַּלֵּט,8
שְׁחוֹרָה,8
הַנְּקוּדָּה,8
לוֹמֵד,8
מֶסֶר,8
תַּעֲשִׂיַּית,8
רַגְלַיִים,8
מִתְעוֹרֶרֶת,8
"בִּמְהִירוּת,",8
בְּפֶתַח,8
רְחוֹב,8
הַקִּיר,8
גָּדַל,8
וְשַׂר,8
מִסְתַּכְּלִים,8
קְלִישָׁאָה,8
נוֹעֲדוּ,8
מְקוֹרוֹת,8
שׁוּתָּפִים,8
שֶׁבְּתוֹךְ,8
שְׁלֵמִים,8
מוּדְאָג,8
עֲמוּתַּת,8
הִסְתַּכַּלְתִּי,8
"הַגְּבָרִים,",8
לָבוּשׁ,8
הַיְּמָנִית,8
עָדִין,8
לַחַיִּים,8
"טוֹבִים,",8
הַצֶּבַע,8
הָרִצְפָּה,8
נִמְצְאָה,8
בִּבְסִיס,8
הַחוֹרֶף,8
הַבֵּדוּאִית,8
"הַחִינּוּךְ,",8
"הָעֶלְיוֹן,",8
הַשֵּׁבֶט,8
רוּבָּם,8
אֲדוּמִּים,8
הֶחָלָב,8
וְכַיּוֹם,8
יִשְׂרְאֵלִיּוֹת,8
בְּשֶׁקֶט,8
בְּרֶכֶב,8
שְׁבִיל,8
סִכְסוּךְ,8
יְרָקוֹת,8
סִיפּוּרָהּ,8
הַתְּכוּנוֹת,8
"כְּלָל,",8
הֶגְיוֹנִי,8
הוֹכָחוֹת,8
לְהַצְלִיחַ,8
עַמּוּדִים,8
וְלוּ,8
חֶבְרָתִי,8
הַזֶּהוּת,8
שֶׁעָשׂוּ,8
לְהָגִיב,8
מְשָׁרֵת,8
...,8
הִשְׁתַּתֵּף,8
לִכְבּוֹשׁ,8
הָרוֹמִי,8
הָאַרְמוֹן,8
"הַמֶּלֶךְ,",8
חֶבְרָתִית,8
טַעֲנָה,8
שְׁמוֹת,8
וּבְרֹאשָׁם,8
מְהַוִּוים,8
בִּבְנִיַּית,8
וּבָרִאשׁוֹנָה,8
הַכָּבוֹד,8
מַקִּיף,8
בְּשָׁעוֹת,8
מִמֶּנִּי.,8
וְאָמְרָה,8
"הָיָה,",8
חִיפּוּשׂ,8
בְּסֵדֶר.,8
בְּהִינָּתֵן,8
בָּעִיתּוֹן,8
יְדִיעוֹת,8
עָתִיד,8
16,8
הָרִאשׁוֹנִית,8
אֱנוֹשִׁית,8
הַלֵּידָה,8
הָעֲצַבִּי,8
וּמֵאָז,8
עִיצּוּב,8
"בָּשָׂר,",8
בְּטָעוּת,8
שֶׁהוֹפֵךְ,8
אֵירוֹפָּה.,8
בֶּחָלָל,8
בִּתְחוּמִים,8
חֲרִיפָה,8
חָלָל,8
אַלְגֶּבְּרָה,8
וּלְהַמְשִׁיךְ,8
"בֵּינְתַיִים,",8
הַחוֹזֶה,8
הַתְקָפַת,8
מוּצְלָח,8
עַצְמָהּ.,8
אֵימָה,8
מַעֲנִיק,8
מִסְתַּיֵּים,8
שִׁירִים,8
עוֹקֵב,8
"לִפְעָמִים,",8
לִתְגוּבָה,8
הַדָּת,8
"לִרְאוֹת,",8
"בָּזֶה,",8
הַהֶבְדֵּלִים,8
נִתְפָּסִים,8
בְּ-,8
לְהֵירָאוֹת,8
הַסְּטוּדֶנְטִים,8
הַפְעָלַת,8
אַלִּימוּת,8
תַּקְדִּים,8
לְבִיצּוּעַ,8
בְּעִידַּן,8
נוֹבֵעַ,8
פְּסִיקוֹת,8
בְּשָׁנִים,8
חֲשִׂיפַת,8
"קָצָר,",8
"קָשֶׁה,",8
תְּעוּדוֹת,8
"עָלֵינוּ,",8
שׁוּלְחַן,8
אִיתָּם.,8
הַגַּלְגַּל,8
עָלֶיךָ,8
תְּחוּם,8
הַהִזְדַּהוּת,8
מָלֵא.,8
שׁוֹאֲלִים,8
סְבִיבוֹ,8
נָשִׂיא,8
כָּלְלוּ,8
אָהַבְתִּי,8
אֲסִיר,8
פּוֹלִיטִיִּים,8
בְּקַו,8
בְּאַלִּימוּת,8
שִׁמְעוֹן,8
הַקְּצָרִים,8
הָרְאָיוֹת,8
סוֹפֵר,8
אוֹר.,8
כְּשֶׁאַתָּה,8
מְיַיחֵס,8
קְטַנָּה.,8
1948,8
הַמּוּצָרִים,8
עֶמְדָּה,8
עוֹצְמָה,8
יֶדַע,8
מַסָּע,8
וּלְהַתְחִיל,8
לְמַאֲבָק,8
הַמִּתְקָפוֹת,8
שֶׁאָכֵן,8
מָסַךְ,8
שֶׁלְּךָ.,8
"הַגְּדוֹלִים,",8
"תשפ""א",8
הֶחָכָם,8
גַּב,8
קוֹבֶץ,8
"ט""ז",8
חַשְׁתִּי,8
"כָּאן?""",8
"פְּעָמִים,",8
עז,8
מִנְּקוּדַּת,8
תַּרְגּוּם:,8
الصفحة,8
פֶּנְסְיוֹנִי,8
מְשִׁיכַת,8
הוֹן,8
זַכַּאי,8
מְבוּטָּח,8
רָשׁוּם,8
הָאִם,8
קְבוּרָה,8
מִימּוּן,8
רְשִׁימַת,8
(כְּגוֹן,8
לְתַשְׁלוּם,8
לִשְׁכַּת,8
הַיֶּלֶד.,8
פּוֹרִיּוּת,8
מַעֲסִיק,8
בְּהֶיתֵּר,8
נִמְשָׁכִים,8
הַשִּׁחְרוּרִים,8
"18,",8
הוֹרָאָה,8
חִיטּוּי,8
לְבִיקּוֹרֶת,8
בִּתְחוּמֵי,8
לִגְלִישָׁה,8
מַתָּכוֹת,8
עוֹפֶרֶת,8
לַחֲשׂוֹף,8
בְּתִפְקוּד,8
